candidate_id,years_experience,current_title,skills,education_level,university,previous_companies,certifications,english_proficiency,expected_salary,candidate_location,willing_to_relocate,profile_completeness,account_created_date
42171,10.0,Senior Frontend Developer,Webpack|MongoDB|R|PyTorch,Bachelor,Generic State University 14,Generic Tech Co 58|Generic Tech Co 68|Generic Tech Co 45|Generic Tech Co 13|Generic Tech Co 12|Generic Tech Co 53,,C1,150304.61903605057,Amsterdam,,92,2020-07-08
42172,0.0,Backend Developer,CICD|Next.js|RabbitMQ|Flask|CSS|Java|Spring|Vue|Nginx|R|Kubernetes,Bachelor,Harvard University,Generic Tech Co 26|Generic Tech Co 23|Generic Tech Co 20|Generic Tech Co 45|Generic Tech Co 49|Generic Tech Co 83,Terraform-Associate,,76083.83063979515,Karaj,No,88,2021-11-03
42173,,Data Scientist,React|Node.js|Power BI|Angular|Django|GitLab-CI|Nginx|SQL|AWS,Master,Online University U,Generic Tech Co 23|Generic Tech Co 47|Generic Tech Co 50|Generic Tech Co 74|Generic Tech Co 34,CEH|Terraform-Associate|AWS-DOP,,97023.08748731484,Tehran,,76,2023-08-24
42174,5.0,Engineering Manager,JavaScript|Flask|XGBoost|Angular|Communication|YAML,Bachelor,University of Cambridge,,CFA|AWS-DevOps|Scrum-Master,A2,98250.59310352229,Manchester,No,88,2023-03-12
42175,5.0,Junior ML Engineer,REST API|Python|Airflow|Tableau|PostgreSQL|CSS|Django|R,Master,Online University N,Generic Tech Co 91|Cafe Bazaar|Generic Tech Co 41,Kubernetes-CKAD|Scrum-Master|Azure-AZ900,A2,91524.97782125635,Istanbul,Yes,100,2020-12-20
42176,10.0,Lead Architect,GraphQL|JavaScript|Kafka|Azure,Bachelor,Generic State University 99,,Agile-Certified|PCI-DSS,B2,116173.68210604157,Qom,Yes,89,2022-05-27
42177,0.0,Software Developer Intern,Redux|Python|JavaScript|C#|Airflow|Tailwind|CSS|Pandas|MySQL|TypeScript,Master,Generic State University 42,,,A1,42794.05491013331,Munich,,66,2023-03-16
42178,3.0,Data Analyst,JSON|Python|Azure|Tailwind|FastAPI|GraphQL|Svelte|Spark|Go|Nginx|Testing|PySpark,Bachelor,Generic State University 63,,Azure-AZ305|Agile-Certified|Kubernetes-CKAD,C1,73979.29575522296,Isfahan,No,89,2022-08-25
42179,8.0,VP Engineering,Python|CICD|GraphQL|PostgreSQL|Django|Spark|Vue|LightGBM|R,Bachelor,Generic State University 96,Generic Tech Co 100|Generic Tech Co 32|Generic Tech Co 91|Generic Tech Co 19,,B1,118749.99348376441,Shiraz,No,89,2020-05-29
42180,8.0,Senior Backend Developer,Python|Next.js|Docker|PostgreSQL|Django|Vue|HTML|AWS,Bachelor,Generic State University 27,Generic Tech Co 7|Generic Tech Co 93|Shopify|Generic Tech Co 22|Meta,CEH|Kubernetes-CKA,B2,112545.3692740842,Singapore,Yes,100,2022-04-27
42181,12.0,Senior Full Stack Developer,Agile|FastAPI|RabbitMQ|Express|HTML|PostgreSQL|Svelte|Pandas|Go|Testing|AWS,Bachelor,Generic State University 14,,AWS-CSA|Azure-AZ900,A1,154016.52151283596,Austin,No,83,2021-11-17
42182,4.0,JUNIOR WEB DEVELOPER,C#|Ansible|Svelte|Django|Linux|SQL,Master,,,,Elementary,92705.40725411441,San Francisco,No,66,2023-11-20
42183,13.0,Data Analyst,Redux|CICD|PyTorch|Nginx|Webpack|Django|Redis|GitLab-CI|NumPy|R,Master,TU Munich,,PMP|HIPAA|CFA,A1,141321.50038012472,BERLIN,Yes,81,2021-11-17
42184,5.0,Sr. Full Stack Developer,Scrum|Tailwind|MongoDB|Express|dbt|Svelte|Spark|GitLab-CI|LightGBM|Kubernetes,Bachelor,,Generic Tech Co 20|Generic Tech Co 87|Generic Tech Co 61|Generic Tech Co 36,,B1,97131.91095821782,Shiraz,,77,2022-02-14
42185,7.0,Senior Data Scientist,React|REST API|Python|Tailwind|GraphQL|Webpack|Docker|Svelte|XGBoost|Spark|Vue|NumPy,Master,Generic State University 38,Generic Tech Co 52,Azure-AZ305|AWS-CSA|CFA,B2,114061.68675621075,Manchester,No,95,2023-01-03
42186,1.0,Data Analyst,Redux|JSON|Terraform|REST API|Ansible|Django|TypeScript|Go|Nginx|Vue,Master,,Generic Tech Co 53,PMP|AWS-DOP|Azure-AZ305,A1,37496.1842692271,Istanbul,No,87,2021-11-20
42187,4.0,Junior Software Engineer,GraphQL|Express|Power BI|HTML,High School,Online University Q,Generic Tech Co 24|Generic Tech Co 23|Generic Tech Co 76|Generic Tech Co 73|Airbnb|Generic Tech Co 71,,B1,84248.3261180926,Remote,,88,2023-09-23
42188,7.0,ML Engineer,Flask|Docker|MySQL|TypeScript|NumPy|Kubernetes,High School,,Generic Tech Co 14|Generic Tech Co 27|Generic Tech Co 53|Generic Tech Co 21,,A1,130440.9860818705,Berlin,Yes,73,2022-01-21
42189,3.0,Principal Engineer,TensorFlow|React|JavaScript|Python|PostgreSQL|Django|Spark,Bachelor,,Generic Tech Co 29|SpaceX|Generic Tech Co 93|Generic Tech Co 6|Generic Tech Co 85,,Upper-Intermediate,81250.55399736071,Manchester,No,75,2021-04-22
42190,3.0,Junior Frontend Developer,Azure|Tailwind|Scrum|Svelte|Django|Go|Spark|Vue|Scikit-learn|R,Master,Generic State University 60,Generic Tech Co 26|Generic Tech Co 23|Generic Tech Co 18|Generic Tech Co 85,Docker-Certified|Azure-AZ104|AWS-CSA,B1,72400.66432151847,Karaj,No,98,2020-11-12
42191,,Director of Engineering,TensorFlow|CICD|MongoDB|Docker|XGBoost|Vue,High School,Generic State University 28,,,A2,64263.21295146087,London,Yes,58,2021-06-02
42192,5.0,CTO,PyTorch|Next.js|RabbitMQ|R|Power BI|Flask|Svelte|Go|NumPy|Linux,Bachelor,Generic State University 3,Generic Tech Co 86|Digikala|Generic Tech Co 40|Generic Tech Co 5|Generic Tech Co 72|Generic Tech Co 83,CEH|Kubernetes-CKAD|HIPAA,B1,74143.65757733761,Amsterdam,No,99,2023-03-24
42193,4.0,Junior Backend Developer,Python|Kafka|Tableau|Next.js|Webpack|GCP|SASS|Django|Vue,High School,Online University T,,,B2,81819.68918056156,London,Yes,75,2023-04-26
42194,1.0,Lead Architect,TensorFlow|JSON|PyTorch|Express|Flask|PostgreSQL|Vue,Master,Online University L,Generic Tech Co 61|Generic Tech Co 65|Generic Tech Co 56|Generic Tech Co 64|Generic Tech Co 88,,C1,67752.48736900739,Austin,Yes,85,2020-12-08
42195,,CTO,Redux|React|Kafka|Azure|Grafana|Scrum|GCP|Angular|GitLab-CI|LightGBM|Linux|Kubernetes,PhD,Online University D,Generic Tech Co 18|Generic Tech Co 84|Generic Tech Co 45|Generic Tech Co 39|Generic Tech Co 21|Generic Tech Co 83,,B1,77629.90992940782,Sydney,Yes,80,2022-12-14
42196,5.0,VP Engineering,React|Python|Webpack|Redis|Spark|Problem-Solving|Kubernetes,Master,Generic State University 11,,CFA|Kubernetes-CKAD|PCI-DSS,C2,75320.9193197277,Munich,Yes,87,2023-01-22
42197,2.0,Software Engineer,React|Terraform|Flask|GCP|Spark|Redis|Scikit-learn|NumPy|R|PySpark|Kubernetes,Bachelor,Tehran Polytechnic,,,B2,66786.30995433577,Mashhad,Yes,74,2020-10-08
42198,9.0,ML Engineer,REST API|C#|Flask|Angular|HTML,Master,Generic State University 30,,,A1,97307.05547843299,Hamburg,No,78,2020-01-27
42199,5.0,FULL STACK DEVELOPER,TensorFlow|Python|Grafana|PyTorch|XGBoost|Angular|Pandas|Redis|TypeScript|Go|Vue,Bachelor,,Generic Tech Co 70|Generic Tech Co 87|Generic Tech Co 21,GCP-ACE|Agile-Certified,,92525.90267905616,Istanbul,Yes,75,2022-07-31
42200,5.0,TECH LEAD,Python|Kafka|Jenkins|CSS|Communication|Redis|YAML|Linux,Bachelor,,Generic Tech Co 58,GCP-PCA|PCI-DSS,A2,82232.8517493903,Paris,Yes,94,2020-07-04
42201,22.0,VP Engineering,Svelte|MongoDB|Angular,Bachelor,Generic State University 91,Generic Tech Co 75|Generic Tech Co 18|Netflix|Generic Tech Co 14|Generic Tech Co 5,,C1,230405.0308675824,Sydney,Yes,93,2023-06-28
42202,12.0,Senior Data Scientist,Git|JSON|Node.js|Jenkins|Java|HTML,Bachelor,,Generic Tech Co 45|Generic Tech Co 10|Generic Tech Co 48|Generic Tech Co 78,,,147659.96580365443,Tabriz,No,61,2022-12-19
42203,12.0,Junior Web Developer,REST API|Kafka|C#|Node.js|Docker|Ansible|PostgreSQL|MySQL|Vue|GitLab-CI|PySpark,Master,,Generic Tech Co 59,Azure-AZ305|Docker-Certified|CISSP|AWS-CSA,Intermediate,120468.61126594372,Dubai,Yes,88,2020-07-24
42204,6.0,Solutions Architect,Kafka|MongoDB|Flask|SASS|Scikit-learn|Linux|Kubernetes,Bachelor,Generic State University 63,Generic Tech Co 29|Snapp|Generic Tech Co 85,,C2,111634.14638825593,Toronto,No,90,2021-02-06
42205,8.0,Tech Lead,RabbitMQ|SQL|Tailwind|dbt,Bachelor,Generic State University 59,,,C1,103564.36857621945,Hamburg,Yes,74,2022-12-07
42206,4.0,Senior Software Engineer,React|JavaScript|JSON|Tailwind|Grafana|Pandas|GitLab-CI|Problem-Solving,Master,Generic State University 76,Generic Tech Co 2|Generic Tech Co 76|Generic Tech Co 15,,C1,92859.11269456672,Qom,No,92,2021-01-28
42207,2.0,Senior Data Scientist,TensorFlow|Terraform|Tailwind|FastAPI|GraphQL|Power BI|Webpack|CSS|Spring|Nginx|Testing,Bachelor,,,,A1,66949.63070887663,Seattle,Yes,58,2023-01-26
42208,0.0,DevOps Engineer,LightGBM|YAML|Jenkins|TypeScript,Bachelor,Generic State University 18,Generic Tech Co 60|Generic Tech Co 91|Generic Tech Co 38,,B1,20000.0,Amsterdam,No,90,2022-02-27
42209,5.0,Full Stack Developer,TensorFlow|Linux|SQL|HTML,Bachelor,Generic State University 48,,PCI-DSS,B1,77676.0527142283,Tehran,Yes,86,2021-11-22
42210,5.0,Software Developer Intern,Git|Python|GCP|Ansible|Communication|Go|Vue,Bachelor,University of Amsterdam,Generic Tech Co 99,CEH|AWS-CSA,B2,98998.42659374041,Shiraz,No,94,2021-03-19
42211,10.0,Full Stack Developer,Python|CICD|Flask|Docker|CSS|Django|NumPy|Scikit-learn|YAML|SQL,Master,Generic State University 32,,Kubernetes-CKAD|CISSP,Elementary,134814.29035325334,Qom,No,90,2021-09-09
42212,3.0,Data Analyst,Python|FastAPI|Svelte|Django|Pandas|Java|MySQL,Master,Generic State University 74,Generic Tech Co 47|Generic Tech Co 76,Azure-AZ104|Azure-AZ900,Bilingual,87606.38617679961,Karaj,No,100,2021-10-21
42213,3.0,Head of Data,RabbitMQ|React|R|Webpack,Master,Generic State University 25,,Kubernetes-CKA|Docker-Certified,Beginner,68575.42374749892,Seattle,No,91,2021-04-02
42214,4.0,Junior Frontend Developer,REST API|PyTorch|Airflow|RabbitMQ|CSS|SASS|Go|Redis|Vue|Scikit-learn,Bachelor,Generic State University 24,Generic Tech Co 32|Generic Tech Co 41|Generic Tech Co 60|Shopify|Stripe,CISSP|Scrum-Master,,70599.36472079263,Singapore,No,86,2023-11-08
42215,,DevOps Engineer,Azure|Node.js|Docker|CSS|Kubernetes,Bachelor,Generic State University 16,Generic Tech Co 2|Generic Tech Co 83,Terraform-Associate|Kubernetes-CKA,B2,101565.16981821459,London,No,90,2021-05-23
42216,14.0,Backend Developer,Redux|Python|Terraform|Node.js|Power BI|CSS|TypeScript|Linux|PySpark|SQL,PhD,Generic State University 55,,CFA|Docker-Certified,C1,162149.9911093994,Tokyo,No,88,2021-12-06
42217,7.0,Software Developer Intern,React|TensorFlow|Python|C#|Express|Ansible|TypeScript,Bachelor,Generic State University 28,Generic Tech Co 66|Generic Tech Co 34,AWS-CSA|Scrum-Master,A1,86642.87615997954,Tabriz,,100,2021-04-06
42218,2.0,Engineering Manager,React|JavaScript|Airflow|Node.js|dbt|XGBoost|MySQL|Testing,Master,,,CISSP|AWS-SAP,Advanced,73299.37997060575,Singapore,Yes,72,2021-01-03
42219,10.0,Systems Engineer,React|FastAPI|PostgreSQL|dbt|CSS|Ansible|Angular|SASS|Go|Kubernetes,Master,,Generic Tech Co 15|Generic Tech Co 60|Generic Tech Co 33|Generic Tech Co 45|Generic Tech Co 98|Generic Tech Co 38,Terraform-Associate,C2,118752.10148949912,London,No,84,2020-05-01
42220,6.0,Engineering Manager,React|Python|Kafka|Next.js|TypeScript|Redis|LightGBM|HTML,Bachelor,Generic State University 98,Generic Tech Co 44|Generic Tech Co 73|Generic Tech Co 31,,C2,88258.94828943111,Vancouver,Yes,86,2024-02-23
42221,8.0,Director of Engineering,JavaScript|REST API|dbt|CSS|Communication|YAML,Bachelor,,Generic Tech Co 35|Generic Tech Co 91,PMP|AWS-DOP|CISSP,A1,127840.22258496835,Manchester,No,86,2021-07-18
42222,3.0,Senior DevOps Engineer,Redux|CICD|Kafka|Express|SASS|Spark|Scikit-learn|Testing,Bachelor,Online University C,Generic Tech Co 61|Generic Tech Co 89,,C2,95356.38880004469,mashhad,No,87,2024-01-27
42223,4.0,Solutions Architect,Tailwind|dbt|Svelte|Angular|LightGBM,High School,,Generic Tech Co 45|Generic Tech Co 31|Generic Tech Co 12,,B2,110187.00209519482,Mashhad,No,72,2020-01-25
42224,2.0,Data Analyst,Kafka|FastAPI|R|PostgreSQL|Spark|Go|LightGBM|SQL|PySpark,Master,,Generic Tech Co 99|Generic Tech Co 3|Generic Tech Co 36,,C1,50361.77365338379,London,Yes,75,2023-10-07
42225,10.0,Lead Architect,React|JSON|Node.js|Express|Webpack|Angular|MySQL|TypeScript|LightGBM|NumPy|Linux|HTML,Master,Carnegie Mellon,Airbnb|Generic Tech Co 32|Generic Tech Co 57,,B1,113871.07872455734,Tehran,,88,2021-05-03
42226,9.0,Senior Full Stack Developer,Redux|JSON|PyTorch|R|Node.js|Kubernetes|Java|TypeScript|Vue|Linux|AWS,High School,Generic State University 18,Generic Tech Co 8|Generic Tech Co 95|Generic Tech Co 100|Amazon,,A1,143531.93668254706,Mashhad,No,92,2020-05-09
42227,8.0,Lead Architect,React|FastAPI|RabbitMQ|Docker|dbt|Spark,Master,Generic State University 69,Generic Tech Co 26|Generic Tech Co 46|Digikala|Generic Tech Co 41|Generic Tech Co 33|Generic Tech Co 12,,A1,119968.45979595969,Singapore,Yes,88,2022-01-04
42228,6.0,Senior Frontend Developer,PyTorch|FastAPI|RabbitMQ|Webpack|Spring|Spark|LightGBM|HTML,PhD,,Generic Tech Co 40|Generic Tech Co 79|Netflix|Generic Tech Co 37,,A2,124508.46422131566,Manchester,Yes,75,2023-02-22
42229,4.0,Engineering Manager,Azure|Airflow|Next.js|RabbitMQ|FastAPI|Scrum|XGBoost|Communication|TypeScript|Redis|HTML,Bachelor,Generic State University 18,,,B2,79434.38671341808,Tabriz,Yes,76,2021-05-02
42230,8.0,Engineering Manager,Kafka|PyTorch|RabbitMQ|Webpack|PostgreSQL,Master,Generic State University 88,Generic Tech Co 62,,B2,113981.60194355849,Tokyo,No,85,2021-10-03
42231,3.0,Junior DevOps Engineer,Python|Agile|Kafka|Tailwind|Grafana|Tableau|MongoDB|MySQL|Linux,Bachelor,,Generic Tech Co 24|Generic Tech Co 27|Snapp|Generic Tech Co 66,,A1,87073.42029098114,Dubai,Yes,77,2023-07-28
42232,4.0,Director of Engineering,React|Tailwind|Power BI|Django|Java|Pandas|LightGBM|Kubernetes,Master,,,,A1,75281.95291211289,Paris,No,62,2022-12-30
42233,3.0,Senior Software Engineer,Redux|React|Python|CICD|PyTorch|Jenkins|dbt|SASS|TypeScript|GitLab-CI|Problem-Solving,Bachelor,,Snapp|Generic Tech Co 42|Generic Tech Co 65|Generic Tech Co 88,HIPAA|AWS-DOP,B1,59209.007237508195,Paris,,85,2023-01-26
42234,20.0,Full Stack Developer,Git|JavaScript|Grafana|Spring|Spark|Vue|Linux|HTML,Bachelor,,Generic Tech Co 97|Netflix|Generic Tech Co 17|Generic Tech Co 40|Generic Tech Co 95|Generic Tech Co 12,,A1,177180.3043959324,Mashhad,No,72,2021-03-21
42235,0.0,ML Engineer,Kafka|Express|SASS|Java|TypeScript|MySQL|Redis|Testing,PhD,Generic State University 82,Generic Tech Co 7|Generic Tech Co 65,,B2,25322.40026361227,Munich,No,89,2023-11-07
42236,2.0,Jr. Full Stack Developer,MongoDB|Flask|Express|Svelte|XGBoost|Angular|Django|Nginx,Bachelor,Generic State University 60,,CFA|Kubernetes-CKA|AWS-CSA,C1,76569.25883718612,Mashhad,No,88,2022-09-05
42237,5.0,Senior Backend Developer,JavaScript|PyTorch|Next.js|Node.js|dbt|Django|Pandas|GitLab-CI|Nginx,High School,Amirkabir University of Technology,,,B1,82365.98665601945,Austin,Yes,71,2020-06-05
42238,4.0,Database Administrator,Svelte|LightGBM|RabbitMQ|FastAPI,Bachelor,Generic State University 22,Generic Tech Co 20|Generic Tech Co 16|Generic Tech Co 79|Generic Tech Co 80|Generic Tech Co 39,,C2,84454.51567357626,Madrid,Yes,85,2021-02-01
42239,12.0,Director of Engineering,Python|Tableau|Docker|Jenkins|Angular,Master,Generic State University 23,Generic Tech Co 35|Generic Tech Co 6|Generic Tech Co 55|Generic Tech Co 14|Generic Tech Co 71,AWS-DevOps,Upper-Intermediate,165713.6512488975,Sydney,,99,2020-02-09
42240,7.0,Software Engineer,Redux|TensorFlow|Python|Kafka|Airflow|Next.js|Angular|Go|Linux|Kubernetes|SQL,Bachelor,Generic State University 89,,Kubernetes-CKAD|HIPAA|GCP-ACE,A2,115269.28150749246,Tokyo,Yes,90,2022-01-05
42241,7.0,Senior Data Scientist,Git|PyTorch|Ansible|XGBoost|SASS|Kubernetes,High School,Generic State University 19,Generic Tech Co 61|Generic Tech Co 28|Generic Tech Co 8|Generic Tech Co 5|Generic Tech Co 11,,C2,84077.09356860303,Madrid,,88,2023-08-19
42242,5.0,Data Scientist,JavaScript|Kafka|Airflow|Tableau|Node.js|Svelte|Angular|SASS|Spark,Master,TU Munich,,Kubernetes-CKAD|AWS-CSA|Scrum-Master,A2,102245.68507325732,Seattle,,86,2022-01-22
42243,6.0,Senior Software Engineer,Vue|React|Flask|Power BI,Bachelor,Generic State University 18,Generic Tech Co 30|Generic Tech Co 32|Netflix|Generic Tech Co 91|Generic Tech Co 13|Generic Tech Co 59,,C2,118328.33798974304,Tehran,No,86,2024-01-29
42244,5.0,DevOps Engineer,JavaScript|Tailwind|Node.js|GraphQL|Express,Master,Generic State University 45,Generic Tech Co 86|Generic Tech Co 42,,A1,84546.75291303071,Karaj,No,88,2021-05-28
42245,9.0,Backend Developer,Redux|Tailwind|RabbitMQ|Power BI|Docker|GCP|Ansible|Prometheus|dbt|Angular|Spark|R,Master,Generic State University 71,Generic Tech Co 30|Generic Tech Co 73|Generic Tech Co 22|Meta|Generic Tech Co 27,CEH|CFA|Azure-AZ900,Upper-Intermediate,103996.10085914815,Vancouver,Yes,100,2022-05-18
42246,22.0,Senior ML Engineer,JavaScript|Azure|Power BI|GCP|Jenkins|SASS|Pandas,High School,Generic State University 6,,,C2,246175.71461053027,Amsterdam,No,72,2021-03-02
42247,4.0,VP Engineering,Python|FastAPI|Power BI|Docker|TypeScript|YAML,PhD,Generic State University 83,,,B2,89781.94923341724,Tokyo,No,77,2022-07-07
42248,0.0,Junior Software Engineer,TensorFlow|Python|Azure|Kafka|Tableau|Node.js|Vue|Problem-Solving|Nginx|Testing|HTML,Master,Sorbonne University,Generic Tech Co 69,,B1,36663.99827325859,Qom,,89,2020-01-08
42249,24.0,CTO,Redux|Nginx|Webpack|Communication|Go|Scikit-learn|NumPy,Bachelor,,Generic Tech Co 26|Generic Tech Co 87|Generic Tech Co 5,,A2,241544.2780287021,Vancouver,No,73,2023-04-21
42250,12.0,Jr. Frontend Developer,JavaScript|Agile|PyTorch|Grafana|Node.js|RabbitMQ|MongoDB|Prometheus|CSS|Django|Spark,Bachelor,,Generic Tech Co 8|Generic Tech Co 47|Generic Tech Co 48,CEH,C2,126292.9204088757,Tehran,Yes,91,2023-09-20
42251,6.0,Senior Software Engineer,Grafana|Tailwind|GraphQL|MongoDB|Testing|XGBoost|Scikit-learn|Problem-Solving|SQL,Master,Amirkabir University of Technology,Generic Tech Co 74,Azure-AZ305|HIPAA|CEH|Scrum-Master,A1,96199.6013916489,Madrid,No,100,2020-08-22
42252,,DevOps Engineer,Git|React|JavaScript|Python|PostgreSQL|Ansible|Go|NumPy|R|PySpark,PhD,Generic State University 27,Generic Tech Co 97|Generic Tech Co 35|Generic Tech Co 19|Generic Tech Co 50|Generic Tech Co 78|Generic Tech Co 4,,B1,69673.98481083788,Vancouver,No,75,2023-08-22
42253,7.0,Junior Backend Developer,C#|Next.js|dbt|XGBoost|Angular|Kubernetes,PhD,,Generic Tech Co 48|Generic Tech Co 42|Generic Tech Co 53,Azure-AZ900,B2,90844.194627755,London,Yes,87,2023-01-22
42254,4.0,Full Stack Developer,CICD|Tableau|CSS|SASS|NumPy,Bachelor,,Generic Tech Co 32|Generic Tech Co 57|Virgool|Generic Tech Co 74|Generic Tech Co 54,,C2,75500.66884407286,Madrid,Yes,71,2022-07-04
42255,3.0,DevOps Engineer,Flask|Communication|Vue|GitLab-CI|PySpark,Bachelor,ETH Zurich,Generic Tech Co 9|Generic Tech Co 85,GCP-PCA|Scrum-Master,A2,52467.64341092606,Karaj,No,100,2024-02-22
42256,3.0,Junior Software Engineer,C#|Tailwind|Tableau|XGBoost|Angular|Pandas,Bachelor,Generic State University 64,Generic Tech Co 79,CEH|AWS-DOP|AWS-SAP|Azure-AZ900,,88312.29056864955,Paris  ,Yes,85,2020-10-12
42257,4.0,Senior Frontend Developer,MySQL|Django|HTML|Tableau,B.A.,Online University W,SpaceX|Generic Tech Co 93|Generic Tech Co 65|Generic Tech Co 43|Generic Tech Co 79,CFA,C1,76972.79672643365,San Francisco,Yes,99,2020-01-13
42258,10.0,Head of Data,REST API|Terraform|JavaScript|Next.js|Power BI|Ansible|Svelte|Pandas|Spark|Scikit-learn|Linux,Bachelor,,Generic Tech Co 10,CFA,Fluent,116039.32479766141,Vancouver,No,88,2020-05-10
42259,5.0,Senior Data Scientist,Redux|C#|Scrum|Node.js|dbt|Angular|Spark|Redis|Vue|Linux|HTML,Bachelor,,Generic Tech Co 18|Generic Tech Co 9|Generic Tech Co 81|Generic Tech Co 54|Generic Tech Co 5,Scrum-Master,Native,117374.55185380742,Isfahan,,89,2023-04-17
42260,6.0,VP Engineering,TensorFlow|Redux|Kafka|Next.js|Prometheus|GCP|Kubernetes|TypeScript|AWS,Master,Generic State University 84,Generic Tech Co 14|Generic Tech Co 76|Generic Tech Co 15|Generic Tech Co 28,,A2,104514.30149367638,Munich,No,93,2022-04-02
42261,11.0,Software Engineer,Python|PyTorch|Airflow|FastAPI|Scikit-learn|Pandas|GitLab-CI|LightGBM|YAML,Master,Generic State University 97,,,Upper-Intermediate,134365.58880146674,Manchester,No,80,2021-09-03
42262,7.0,Junior ML Engineer,Terraform|Webpack|SASS|Testing|Kubernetes,Master,,Generic Tech Co 30|Generic Tech Co 97|Generic Tech Co 46|Generic Tech Co 87|Generic Tech Co 85|Generic Tech Co 55,GCP-ACE|AWS-DevOps,B2,98902.92201781124,Hamburg,Yes,90,2022-05-05
42263,5.0,VP Engineering,Python|Scrum|PyTorch|Spark|R,Master,,,CFA,B2,101406.70745247763,Paris,,75,2021-01-08
42264,5.0,Junior Software Engineer,Redux|React|Python|Tailwind|Redis|YAML|R,Bachelor,Generic State University 72,Generic Tech Co 68,Agile-Certified|Docker-Certified|Azure-AZ900,C2,101258.57364685771,New York,Yes,99,2021-12-27
42265,9.0,senior frontend developer,Redux|JavaScript|C#|Django|Pandas|Vue|GitLab-CI|LightGBM|YAML|HTML,Bachelor,Online University A,Generic Tech Co 19|Generic Tech Co 6|Generic Tech Co 22|Generic Tech Co 96|Generic Tech Co 64|Generic Tech Co 82,,Elementary,141817.9425319049,San Francisco,No,90,2020-04-09
42266,6.0,Principal Engineer,Git|JavaScript|Python|PyTorch|HTML|Angular|Django|GitLab-CI|Kubernetes|AWS,Bachelor,,Microsoft|Generic Tech Co 43|Generic Tech Co 21|Generic Tech Co 42|Generic Tech Co 82,,C2,110917.00413531518,Remote,Yes,80,2022-03-30
42267,7.0,Senior Data Scientist,React|Python|Svelte|Angular|Communication|Linux|HTML,High School,Online University A,Generic Tech Co 40|Meta|Generic Tech Co 11|Generic Tech Co 44|Generic Tech Co 37,,,125663.00570979278,Singapore,Yes,75,2022-11-28
42268,4.0,Junior Web Developer,Python|Next.js|Node.js|Docker|Angular|Scikit-learn|R|HTML,Bachelor,Generic State University 43,,,B2,102936.72183210173,London,No,72,2020-10-10
42269,5.0,Junior Full Stack Developer,Redux|Java|SASS|Flask,High School,Generic State University 23,Apple|Generic Tech Co 9|Generic Tech Co 45|Generic Tech Co 50,CEH|Scrum-Master,,95547.39460676642,Tabriz,No,87,2021-01-26
42270,2.0,Senior Backend Developer,React|Airflow|Next.js|PyTorch|Tableau|Power BI|Flask|NumPy|SQL,Bachelor,Generic State University 69,Generic Tech Co 34,,B2,56845.13000746363,Tokyo,No,92,2020-03-22
42271,2.0,Lead Architect,JSON|Python|Scrum|RabbitMQ|PostgreSQL|XGBoost|AWS|Django|Redis|Linux|HTML|SQL,Bachelor,Generic State University 7,Generic Tech Co 84|Generic Tech Co 52|Generic Tech Co 42,CFA|GCP-ACE|Azure-AZ900,B1,52066.71060363886,Dubai,Yes,100,2023-09-14
42272,8.0,Software Developer Intern,TensorFlow|Scikit-learn|MySQL|dbt,Bachelor,Generic State University 5,,Agile-Certified,,107942.93008403573,Madrid,No,76,2020-09-10
42273,6.0,ML Engineer,Airflow|MongoDB|Prometheus|SASS|LightGBM|NumPy,PhD,Online University H,,Azure-AZ900,C1,81103.8483673026,Qom,No,85,2021-08-06
42274,10.0,Software Engineer,React|Scrum|RabbitMQ|Spark|Testing|Kubernetes,Master,Generic State University 78,Generic Tech Co 30|Generic Tech Co 52|Generic Tech Co 90|Generic Tech Co 81|Airbnb,,B1,130739.37900914974,Isfahan,No,86,2023-07-29
42275,0.0,Web Developer ,Python|Terraform|C#|Next.js|Docker|Webpack|CSS|Communication|SASS|YAML|SQL,PhD,Generic State University 2,SpaceX|Generic Tech Co 73,,B1,53215.27634860382,Munich,Yes,91,2021-12-01
42276,8.0,Solutions Architect (Senior),TensorFlow|Python|Kafka|Tailwind|Tableau|Java|Testing,Bachelor,Online University U,,,C2,105793.53491761221,Seattle,No,77,2023-04-06
42277,13.0,Junior Backend Developer,React|Redux|Azure|C#|Next.js|MongoDB|SASS|Pandas|HTML,Master,,,Kubernetes-CKAD|Azure-AZ104,B2,159597.00382019754,Karaj,No,74,2020-04-01
42278,5.0,Solutions Architect (Senior),C#|Node.js|PostgreSQL|Testing|Pandas|Linux,Bachelor,Generic State University 59,Generic Tech Co 34|Generic Tech Co 88|Generic Tech Co 25|Generic Tech Co 11,,,92621.1649559606,Tokyo,No,73,2020-02-19
42279,9.0,Junior Full Stack Developer,React|Agile|Grafana|NumPy|R,Bachelor,Generic State University 17,Generic Tech Co 72|Generic Tech Co 16,Docker-Certified|Azure-AZ104,C1,124788.51639589084,Boston,Yes,94,2021-06-09
42280,4.0,Senior Software Engineer,Redux|Python|GraphQL|Prometheus|dbt|Spark|Go|R|AWS,Bachelor,Carnegie Mellon,Generic Tech Co 51|Virgool|SpaceX|Generic Tech Co 14|Generic Tech Co 4|Generic Tech Co 64,CISSP,B1,70221.9093354833,Munich,Yes,97,2024-02-16
